# created: Sat Jun 30 03:00:01 2018
# <aid>|<type>|<language>|<title>
# type: 1=primary title (one per anime), 2=synonyms (multiple per anime), 3=shorttitles (multiple per anime), 4=official title (one per language)
2826|4|de|Eureka Seven
2826|4|pl|Eureka Seven
2826|4|en|Eureka Seven
2826|4|fr|Eureka Seven
5880|4|de|Eureka Seven - Der Film: Good Night, Sleep Tight, Young Lovers
5880|4|fr|Eureka Seven - Le Film: Good Night, Sleep Tight, Young Lovers
5880|2|en|Eureka Seven - Pocketful of Rainbows
8854|1|x-jat|Eureka Seven Ao
8854|4|en|Eureka Seven AO
9512|2|en|Eureka Seven Ao - Short Anime
12919|4|ja|EUREKA SEVEN AO final episode: one more time ロード・ドント・スロー・ミー・ダウン
12919|1|x-jat|Eureka Seven Ao: Final Episode - One More Time - Lord Don`t Slow Me Down
9147|1|x-jat|Eureka Seven Ao: Jungfrau no Hanabana-tachi
9147|2|en|Eureka Seven Ao: The Flowers of Jungfrau
9147|4|en|Eureka Seven AO: The Flowers of Jungfraujoch
8854|2|en|Eureka Seven: Astral Ocean
5880|4|en|Eureka Seven: Good Night, Sleep Tight, Young Lovers
22|3|x-jat|eva
22|3|x-jat|eva tv
4847|3|x-jat|Eva:1.0
6171|2|en|eva2
22|4|gl|Evangelion
22|2|x-jat|Evangelion
22|4|es-LA|Evangelion
326|2|x-jat|Evangelion - Death
326|2|x-jat|Evangelion - Death & Rebirth
4847|4|fr|Evangelion : 1.0 You Are (Not) Alone
6171|4|fr|Evangelion : 2.0 You Can (Not) Advance
4847|2|en|Evangelion 1.0
4847|4|pt|Evangelion 1.0 You are not alone
4847|4|et|Evangelion 1.0: Sa oled/pole üksinda
4847|2|en|Evangelion 1.01
4847|2|en|Evangelion 1.11 You Are (Not) Alone
4847|4|pt-BR|Evangelion 1.11: Você (Não) Está Só
6171|4|et|Evangelion 2.0: Murdumine
6171|2|et|Evangelion 2.0: Sa pääsed/ei pääse edasi
6171|2|en|Evangelion 2.22 You Can (Not) Advance
7565|2|ja|Evangelion 3.0
8895|2|ja|Evangelion 3.0+1.0
7565|4|de|Evangelion 3.33: You can (not) redo
9200|1|x-jat|Evangelion 3D
9200|4|ja|Evangelion 3D
8895|2|x-jat|Evangelion 4.0
202|3|en|Evangelion movie
6171|2|en|Evangelion New Theatrical Version: Break
6171|2|en|Evangelion New Theatrical Version: Destruction
6171|2|en|Evangelion New Theatrical Version: Division
4847|2|en|Evangelion New Theatrical Version: The Beginning
6171|1|x-jat|Evangelion Shin Gekijouban: Ha
4847|1|x-jat|Evangelion Shin Gekijouban: Jo
7565|1|x-jat|Evangelion Shin Gekijouban: Q
7565|2|x-jat|Evangelion Shin Gekijouban: Quickening
4847|2|x-jat|Evangelion Shin Gekijouban: Rebuild of Evangelion
22|2|ja|Evangelion TV
4847|2|lt|Evangelion: 1.0 Tu (Ne) Vienišas
4847|4|en|Evangelion: 1.0 You Are (Not) Alone
4847|4|de|Evangelion: 1.01 - You are (not) alone
4847|2|de|Evangelion: 1.11 - You are (not) alone
4847|4|cs|Evangelion: 1.11 Monstrum - Nejste sami
4847|4|pl|Evangelion: 1.11 You Are (Not) Alone.
6171|2|en|Evangelion: 2.0
6171|2|pt-BR|Evangelion: 2.0 Você (não) pode prosseguir
6171|4|en|Evangelion: 2.0 You Can (Not) Advance
6171|4|de|Evangelion: 2.22 - You Can (Not) Advance
7565|4|en|Evangelion: 3.0 You Can (Not) Redo
7565|2|en|Evangelion: 3.0 You Can (Not) Redo.
7565|2|en|Evangelion: 3.33 You Can (Not) Redo
326|4|pt|Evangelion: Death & Rebirth
8895|2|x-jat|Evangelion: Final
326|4|gl|Evangelion: morte e resurrección
202|4|pt|Evangelion: The End of Evangelion
202|2|tr|Evangelion`un Sonu
6171|2|lt|Evangelionas 2.22 Tu (Ne) Gali Pažengti
4847|4|lv|Evangelions: Tu neesi viens
6184|2|zh-Hans|EVA爆笑学园
5132|1|x-jat|Eve no Jikan
7249|1|x-jat|Eve no Jikan Gekijouban
499|4|it|Evelyn e la magia di un sogno d`amore
4889|2|en|Even if you become the enemy of the world
7056|2|en|Evergreen Literature
8783|2|en|Everlasting Bond
10956|4|en|Everlasting Heart
13732|2|en|Everlasting Immortal Firmament
13922|2|en|Everlasting Immortal Firmament 2
791|2|en|Everlasting Love 1989
8169|1|x-jat|Everlasting Note
8169|4|ja|everlasting note
6391|2|en|Every Day Mom
13316|2|en|Everyday High School Girl Project
936|4|en|Everyday Is Sunday
8168|2|en|Everyday Life
11130|2|en|Everyday Life with Monster Girls
936|2|en|Everyday seems Sunday
10289|2|en|Everyone Gather! Falcom Academy
8769|1|x-jat|Evidence
8769|4|ja|Evidence
2925|2|en|Evil Dragon War Chronicles
13417|4|ja|Evil or Live
13417|1|x-jat|Evil or Live
13417|4|en|Evil or Live
8678|2|en|Evil Woman Executive
9483|2|en|Evil Woman Executive: Full Moon Night
5132|2|lt|Evos metas
7249|2|lt|Evos metas Filmas
2079|4|it|Evviva Palm Town
55|3|x-jat|ex-D
694|3|x-jat|ex-d DZ
440|2|x-jat|ex-D the Movie
55|4|en|eX-Driver
55|1|x-jat|eX-Driver
55|4|de|éX-Driver
55|4|it|éX-Driver
694|4|en|eX-Driver Danger Zone
694|2|x-unk|éX-Driver Danger Zone
440|4|en|eX-Driver the Movie
440|1|x-jat|eX-Driver the Movie
694|1|x-jat|eX-Driver: Nina & Rei Danger Zone
6324|1|x-jat|Examurai Sengoku
25|3|x-jat|Excel
25|4|it|Excel Saga
25|2|x-jat|Excel Saga
25|4|pt-BR|Excel Saga
25|4|fr|Excel Saga
25|4|es|Excel Saga
25|4|en|Excel Saga
25|4|pt|Excel Saga
25|2|it|Excel Saga Animazione Sperimentale
25|2|es|Excel Saga: Animación Absurda y Experimental
6324|2|en|Exile Generation
9088|2|en|Exiled From Paradise
1707|3|x-jat|exkaiser
1707|3|x-jat|Exkaizer
9086|2|en|Exogenesis: Symphony Part 3 (Redemption)
2450|4|es|Exorcismo carnal
828|4|fr|Exorciste S.A. - Yugen Kaisha
9088|4|en|Expelled from Paradise
9088|4|de|Expelled from Paradise
5268|1|x-jat|Exper Zenon
5268|4|ja|EXPER ZENON
1536|2|en|Exploding Angel
7133|2|en|Exploding Tits BOMB
2901|4|ja|EXPLORER WOMAN RAY
2901|1|x-jat|Explorer Woman Ray
1536|2|en|Explosive Angel
2012|2|en|Explosive Bust Mother and Daughter
3217|2|en|Explosive Bust Sisters
4230|4|es-LA|Expreso Galáctico 999
4318|2|en|Expunged Chronicle of Miroku
2754|1|x-jat|Extra
10566|3|x-jat|Extra Chorus
1897|2|en|Extraordinary Ataro
10741|2|en|Extreme Escape Adventure: Good People Die
9564|2|en|ExtremeSpeed Genesect: Mewtwo Awakens
2697|2|en|Eye Disgrace
12432|1|x-jat|Eye Drops
12432|2|x-jat|Eyedrops
2441|1|x-jat|Eyeshield 21
2441|4|fr|Eyeshield 21
2441|4|en|Eyeshield 21
2441|3|x-jat|Eyeshield21
1243|4|hu|EzüstNyíl
3208|1|x-jat|F
1102|4|en|F-Force
1058|4|hu|F-Zero
1058|4|ro|F-Zero
1058|4|cs|F-Zero
1058|1|x-jat|F-Zero Falcon Densetsu
1058|4|ja|F-ZERO ファルコン伝説
1058|4|en|F-Zero: GP Legend
1058|2|en|F-Zero: Legend of Falcon
3208|4|ja|F-エフ
3208|4|it|F: Motori in Pista
3208|4|es|F. A Todo Gas
12704|3|x-jat|F/A
12046|2|en|F/E
9042|3|x-jat|F/K
10091|3|x-jat|F/K 2
10833|3|en|F/K 2 Herz
10833|3|en|F/K 2.5
11639|3|en|F/K 3
9900|3|en|F/K OVA
10804|3|x-jat|F/K OVA2
3348|3|x-jat|F/SN
9977|3|x-jat|F/SN 2014
10760|3|x-jat|F/SN 2015
6784|3|x-jat|f/sn ubw
8160|3|x-jat|f/z
8880|3|x-jat|f/z 2
225|3|x-jat|f17
158|3|en|F3
158|2|fr|F3 - Ménage à trois
7890|3|x-jat|FA
2208|2|fr|Fables de Hans Christian Andersen
2309|4|en|Fables of the Green Forest
10257|1|x-jat|Fabre Konchuuki
4686|1|x-jat|Fabre-sensei wa Meitantei
1088|2|en|Faceless Moon
1063|2|pt-BR|Fada Egoísta Mirumo de Pon!
9|2|pt-BR|Fadinha de Neve Sugar
1806|4|en|Fafner
3323|3|x-jat|Fafner 2
1806|2|en|Fafner in the Azure - Dead Aggressor
3323|2|en|Fafner in the Azure - Right of Left
3323|2|en|Fafner in the Azure 2
9639|2|en|Fafner in the Azure: Exodus
11176|2|en|Fafner in the Azure: Exodus (2015)
1806|2|en|Fafner of the Blue Sky
1806|2|en|Fafner of the Blue Sky: Dead Aggressor
7304|4|en|Fafner: Heaven and Earth
12563|3|en|fag
3628|4|en|Fairy Dick
5479|2|en|Fairy Florence
5719|1|x-jat|Fairy Forest Remi-chan
13309|2|en|Fairy Girls
5719|2|en|Fairy in the Forest
5162|2|en|Fairy King
13110|4|en|Fairy Land Folktales
2859|2|en|Fairy Musketeer Akazukin
2859|4|en|Fairy Musketeers
5719|2|en|Fairy of the Forest
1635|2|en|Fairy Princess Minky Momo
4012|4|ja|Fairy Princess Minky Momo 夢の中の輪舞[ロンド] La ronde in my dream
4012|1|x-jat|Fairy Princess Minky Momo: Yume no Naka no Rondo
151|2|en|Fairy Princess Ren
6662|4|pt|Fairy Tail
6662|4|fr|Fairy Tail
6662|1|x-jat|Fairy Tail
6662|4|pt-BR|Fairy Tail
6662|4|ja|FAIRY TAIL
6662|4|en|Fairy Tail
8132|4|ja|FAIRY TAIL (2011)
8132|1|x-jat|Fairy Tail (2011)
9980|4|en|Fairy Tail (2014)
9980|4|ja|FAIRY TAIL (2014)
9980|1|x-jat|Fairy Tail (2014)
13295|1|x-jat|Fairy Tail (2018)
13295|4|ja|FAIRY TAIL (2018)
9980|2|x-jat|Fairy Tail 2
8788|4|fr|Fairy Tail le film: La prêtresse du Phœnix
8788|2|en|Fairy Tail Movie 1: Priestess of the Phoenix
8132|2|en|Fairy Tail OVA
9980|2|en|Fairy Tail S2
8788|4|en|Fairy Tail the Movie: Phoenix Priestess
6662|2|en|Fairy Tail TV
9980|2|x-jat|Fairy Tail Zero
9980|2|ja|FAIRY TAIL ZERØ
11247|4|fr|Fairy Tail, le film : Dragon Cry
6662|2|x-jat|Fairytail
7226|2|fr|Faisons l`amour ensemble
490|1|x-jat|Fake
490|4|de|Fake
13882|1|x-jat|Fake Style
13882|4|ja|FAKE STYLE
13883|1|x-jat|Fake Style II
13883|4|ja|FAKE STYLE II
4492|2|tr|Fakir Kız Kardeşlerin Hikayesi
1912|4|it|Falco il Superbolide
8230|2|en|Fall in Love with Me for Real!!
9903|2|en|False Love
392|2|en|Fam and Ihrie - Ruin Explorers
392|4|fr|Fam et Ihrlie, exploratrices
8971|3|x-jat|famiglia
4146|2|en|Familiar of Zero
4915|2|en|Familiar of Zero 2
4915|2|en|Familiar of Zero II
4915|2|en|Familiar of Zero: Knight of the Two Moons
5635|2|en|Familiar of Zero: Princess of Rondo
5635|2|en|Familiar of Zero: Roundelay of the Princess
3165|4|de|Familie Nikolaus
2302|4|de|Familie Robinson
370|4|de|Familie Yamada - Meine verrückten Nachbarn
2451|4|en|Family Affair
5580|2|en|Family Frenzy Diary
658|4|en|Family of Debauchery
1844|2|en|Family Restaurant Warrior Pudding
1844|1|x-jat|Famires Senshi Pudding
617|2|en|Famous Detective Holmes
2289|4|en|Famous Dog Lassie
246|2|x-jat|Fancy Lala
246|4|pt|Fancy Lala
4445|3|x-jat|Fandora
2352|2|en|Fang of the Sun Dagram
2352|2|en|Fang of the Sun Dougram
1581|2|pt-BR|Fantaman
1581|4|it|Fantaman
1581|2|pt-BR|Fantaman, o guerreiro da justiça
2099|2|en|Fantascience World Gulliver Boy
4606|1|x-jat|Fantascope Tylostoma
4606|4|ja|Fantascope~tylostoma
912|1|x-jat|Fantasia
8572|2|en|Fantasia of Stamps
804|4|de|Fantasien - Mord im Traumpark
9365|1|x-jat|Fantasista Doll
9365|4|en|Fantasista Doll
10674|1|x-jat|Fantasista Stella
890|2|pt-BR|Fantasma do Futuro 2: Inocente
1581|2|es|Fantasmagórico
3339|4|en|Fantastic Adventure Of Yohko: Leda
1267|2|en|Fantastic Adventures of Unico
12207|1|x-jat|Fantastic Cell
12207|4|ja|FANTASTIC CELL
2387|1|x-jat|Fantastic Children
2387|4|fr|Fantastic Children
2387|4|en|Fantastic Children
5414|4|en|Fantastic Detective Labyrinth
2387|2|tr|Fantastik Çocuklar
4787|4|pl|Fantastyczny Świat Paula
11703|4|ja|FANTASY
11703|1|x-jat|Fantasy
2211|2|en|Fantasy Adventure: Adventures of Puss `n Boots
2211|1|x-jat|Fantasy Adventure: Nagagutsu o Haita Neko no Bouken
639|2|en|Fantasy Chemistry Series: Wandaba Style
3442|2|lt|Fantazijos Viršūnė VII: Paskutinis Įsakymas
1208|4|lt|Fantazijos Viršūnė VII: Prisikėlimo Vaikai
3146|4|lt|Fantazijos viršūnė-Sudvasintieji
2737|4|it|Fantazoo
1625|2|cs|Fantom the Animation
1581|2|en|Fantoma
1625|2|lt|Fantomas
1581|4|pt-BR|Fantomas
1581|2|pt-BR|Fantômas
1581|2|pt-BR|Fantômas, o guerreiro da justiça
6256|2|lt|Fantomas: Fantomo Rekviem
2372|3|x-jat|fap
6989|2|fr|Farce anthropo-cynique
450|2|tr|Fare
2229|2|en|Farewell Space Battleship Yamato: Warriors of Love
2229|4|en|Farewell to Space Battleship Yamato: In the Name of Love
7384|2|hu|Farkas
7738|2|pl|Farmerki!
9009|1|x-jat|Fashion
3530|3|x-jat|Fashion Lala
3530|4|en|Fashion Lala: The Story of the Harbour Light
11536|1|x-jat|Fashion no Hajimari
11742|2|en|Fast Asleep! The Great Assault on Dreamy World!
10907|4|ja|FASTENING DAYS
10907|1|x-jat|Fastening Days
12309|4|ja|FASTENING DAYS 2
12309|1|x-jat|Fastening Days 2
13427|4|ja|FASTENING DAYS 3
13427|1|x-jat|Fastening Days 3
12673|4|en|Fastest Finger First
11625|2|en|Fat-Ass
3291|2|ro|Fata Iadului
873|4|fr|Fatal Fury - Le film
220|4|fr|Fatal Fury 1
2121|4|fr|Fatal Fury 2
2121|4|en|Fatal Fury 2: The New Battle
220|4|en|Fatal Fury: Legend of the Hungry Wolf
873|4|en|Fatal Fury: The Motion Picture
9900|3|en|Fate Kaleid OVA
3348|2|x-jat|Fate Stay Night
9977|2|x-jat|Fate Stay Night - Unlimited Blade Works
10760|2|x-jat|Fate Stay Night - Unlimited Blade Works S2
9977|2|x-jat|Fate Stay Night 2014
10760|2|x-jat|Fate Stay Night 2015
8160|2|en|Fate Zero
8880|2|x-jat|Fate Zero S2
12704|1|x-jat|Fate/Apocrypha
12704|4|ja|Fate/Apocrypha
12046|4|ko|Fate/EXTRA Last Encore
12046|4|ja|Fate/EXTRA Last Encore
12046|1|x-jat|Fate/Extra: Last Encore
12519|4|ja|Fate/Grand Order -First Order-
13643|4|ja|Fate/Grand Order -MOONLIGHT/LOSTROOM-
13644|1|x-jat|Fate/Grand Order x Himuro no Tenchi: 7-nin no Saikyou Ijin Hen
13644|4|ja|Fate/Grand Order x 氷室の天地 ~7人の最強偉人篇~
12519|4|en|Fate/Grand Order: First Order
12519|1|x-jat|Fate/Grand Order: First Order
13643|1|x-jat|Fate/Grand Order: Moonlight/Lostroom
9042|4|en|Fate/Kaleid Liner Prisma Illya
9042|1|x-jat|Fate/Kaleid Liner Prisma Illya
9900|1|x-jat|Fate/Kaleid Liner Prisma Illya (2014)
13508|1|x-jat|Fate/Kaleid Liner Prisma Illya (Shinsaku)
10833|4|en|Fate/Kaleid Liner Prisma Illya 2wei Herz!
10091|4|en|Fate/Kaleid Liner Prisma Illya 2wei!
10091|2|x-jat|Fate/Kaleid Liner Prisma Illya 2wei!
10804|2|en|Fate/Kaleid Liner Prisma Illya 2wei!: Magical Girl in Hot Springs Inn
11639|4|en|Fate/Kaleid Liner Prisma Illya 3rei!!
11639|2|x-jat|Fate/Kaleid Liner Prisma Illya 3rei!!
11639|1|x-jat|Fate/Kaleid Liner Prisma Illya Drei!!
10833|1|x-jat|Fate/Kaleid Liner Prisma Illya Zwei Herz!
10091|1|x-jat|Fate/Kaleid Liner Prisma Illya Zwei!
10804|1|x-jat|Fate/Kaleid Liner Prisma Illya Zwei! (2015)
10804|2|x-jat|Fate/Kaleid Liner Prisma Illya Zwei!: Mahou Shoujo in Onsen Ryokou
9900|2|en|Fate/Kaleid Liner Prisma Illya: Dance at the Sports Festival!
9900|4|en|Fate/Kaleid Liner Prisma Illya: Sports Day
9900|2|x-jat|Fate/Kaleid Liner Prisma Illya: Undoukai de Dance!
9042|2|ja|Fate/kaleid liner PRISMA☆ILLYA
12420|2|en|Fate/kaleid liner Prisma☆Illya: Oath Under Snow
9042|4|ja|Fate/kaleid liner プリズマ☆イリヤ
9900|4|ja|Fate/kaleid liner プリズマ☆イリヤ (2014)
13508|4|ja|Fate/kaleid liner プリズマ☆イリヤ (新作)
10833|4|ja|Fate/kaleid liner プリズマ☆イリヤ 2wei Herz!
10091|4|ja|Fate/kaleid liner プリズマ☆イリヤ 2wei!
10804|4|ja|Fate/kaleid liner プリズマ☆イリヤ 2wei! (2015)
10804|2|ja|Fate/kaleid liner プリズマ☆イリヤ 2wei! 魔法少女in温泉旅行
11639|4|ja|Fate/kaleid liner プリズマ☆イリヤ 3rei!!
10091|2|ja|Fate/kaleid liner プリズマ☆イリヤ ツヴァイ!
11639|2|ja|Fate/kaleid liner プリズマ☆イリヤ プリズマ☆イリヤ ドライ!!
9900|2|ja|Fate/kaleid liner プリズマ☆イリヤ: 運動会 DE ダンス!
9042|4|zh-Hans|Fate/kaleid liner 魔法少女☆伊莉雅
3348|3|x-jat|Fate/SN
3348|4|fr|Fate/stay night
3348|4|zh-Hans|Fate/stay night
3348|4|en|Fate/Stay Night
3348|4|ja|Fate/stay night
3348|4|pt-BR|Fate/Stay Night
3348|1|x-jat|Fate/Stay Night
3348|4|es-LA|Fate/Stay Night
7206|4|ja|Fate/stay night (2010)
7206|1|x-jat|Fate/Stay Night (2010)
9977|4|en|Fate/stay night [Unlimited Blade Works]
9977|4|ja|Fate/stay night [Unlimited Blade Works]
10760|4|en|Fate/stay night [Unlimited Blade Works] (2015)
10760|4|ja|Fate/stay night [Unlimited Blade Works] (2015)
9977|2|en|Fate/stay night 『Unlimited Blade Works』
10760|2|en|Fate/stay night 『Unlimited Blade Works』 (2015)
7206|4|zh-Hans|Fate/stay night TV Reproduction
7206|2|en|Fate/Stay Night TV Reproduction
6784|2|en|Fate/stay night Unlimited Blade Works
6784|4|zh-Hans|Fate/stay night Unlimited Blade Works
9977|4|fr|Fate/stay night: Unlimited Blade Works
6784|4|de|Fate/stay night: Unlimited Blade Works
6784|4|ja|Fate/stay night: UNLIMITED BLADE WORKS
6784|4|en|Fate/Stay Night: Unlimited Blade Works
6784|1|x-jat|Fate/Stay Night: Unlimited Blade Works
9977|2|en|Fate/stay night: Unlimited Blade Works (2014)
9977|1|x-jat|Fate/Stay Night: Unlimited Blade Works (2014)
10760|2|en|Fate/stay night: Unlimited Blade Works (2015)
10760|1|x-jat|Fate/Stay Night: Unlimited Blade Works (2015)
8160|4|fr|Fate/Zero
8160|4|zh-Hans|Fate/Zero
8160|4|de|Fate/Zero
8160|4|en|Fate/Zero
8160|4|ja|Fate/Zero
8160|1|x-jat|Fate/Zero
8880|4|ja|Fate/Zero (2012)
8880|4|en|Fate/Zero (2012)
8880|1|x-jat|Fate/Zero (2012)
8880|2|ja|Fate/Zero 2ndシーズン
9907|1|x-jat|Fate/Zero Cafe
8880|2|en|Fate/Zero II
8880|2|x-jat|Fate/Zero: 2nd Season
8880|2|x-jat|Fate/Zero: Second Season
9907|4|ja|Fate/ゼロカフェ
8160|2|en|FateZero
6817|1|x-jat|Fault!!
9549|2|x-jat|Fault!! S
9549|1|x-jat|Fault!! Service: Aratanaru Rival
34|3|x-jat|FB
330|3|en|FBC
2387|3|x-jat|FC
242|3|x-jat|FE
10660|1|x-jat|Fechikano!
11939|2|en|Feeling from Mountain and Water
13852|1|x-zht|Fei Ren Zai
10363|1|x-jat|Fela Pure: Mitarashi-san Chi no Jijou - The Animation
4594|2|pt-BR|Felicidade!
12871|1|x-jat|Felix no Mei Tantei
12871|4|ja|FELIXノ迷探偵
12097|1|x-jat|Fella Hame Lips
4617|2|en|Feminine Family
13577|1|x-zht|Fen Qing
700|4|en|Fencer of Minerva
700|4|de|Fencer of Minerva
13447|1|x-zht|Feng Ling Yu Xiu
13092|1|x-zht|Feng Shen Bang
13445|1|x-zht|Feng Wei Ying Xiong
6278|1|x-zht|Fengyun Jue: Storm Rider - Clash of Evils
6818|2|de|Fesseln des Verrats
2421|4|pt-BR|Festa do Prazer
11312|1|x-jat|Fetish Doll
11312|4|ja|FETISH DOLL
8384|2|de|Feurige Chunin-Auswahlprüfung: Naruto vs Konohamaru!!
446|3|x-jat|FF OVA
446|3|en|FF: LotC
156|4|ja|FF:U -ファイナルファンタジー:アンリミテッド-
3442|3|x-jat|FF7 Last Order
3442|3|x-jat|FF7 LO
3442|3|x-jat|FF7: LO
1208|3|x-jat|FF7:AC
1208|3|x-jat|FF7AC
158|3|en|FFF
3146|3|x-jat|FFSW
3146|3|x-jat|FFTSW
156|3|x-jat|FFU
3442|3|x-jat|FFVII LO
3442|3|x-jat|FFVII: LO
1208|3|x-jat|FFVII:AC
1208|3|x-jat|FFVIIAC
13644|2|x-jat|FGO Himuro no Tenchi
13643|2|x-jat|FGO Moonlight/Lostroom
12519|3|en|FGOFO
242|3|x-jat|FH
9060|1|x-jat|Field ni Soyogu Kaze
2367|2|en|Fifteen Boys Adrift
9629|2|x-jat|Fifteen Children Space Adventure
5163|1|x-jat|Fight Da!! Pyuta
6481|1|x-jat|Fight Ippatsu! Juuden-chan!!
6641|1|x-jat|Fight Tension Depart
6665|1|x-jat|Fight Tension School
6666|1|x-jat|Fight Tension TV
1848|2|en|Fight, Kickers!
6481|2|en|Fight, One Shot! Charger Girls!!
2322|2|en|Fight! Crash Gear TURBO
2322|2|en|Fight! Crush Gear TURBO
436|4|en|Fight! Iczer-One
2419|1|x-jat|Fight!!
2419|4|ja|FIGHT!!
436|2|en|Fight!! Iczer-1
1817|2|en|Fight!! Ramenman
2319|2|en|Fight!! Ramenman (1988)
2419|4|en|Fight!! Spirit of the Sword
3429|2|en|Fighter
1816|2|en|Fighter Gordian
13466|2|en|Fighter of Destiny
3953|4|en|Fighting Beauty Wulong
3953|4|fr|Fighting Beauty Wulong
4406|4|en|Fighting Beauty Wulong Rebirth
2554|2|en|Fighting Devil Divinity Oni
2786|2|en|Fighting Dodgeball Boy Dodge Danpei
2857|4|en|Fighting Fairy Girl: Rescue Me, Mave-chan!
4696|4|en|Fighting Foodons
1815|2|en|Fighting General Daimos
1815|2|en|Fighting King Daimos
7916|4|ja|FIGHTING OF ECSTACY
7916|1|x-jat|Fighting of Ecstasy
129|4|en|Fighting Spirit
129|2|en|Fighting Spirit TV
982|4|en|Fighting Spirit: Champion Road
225|4|fr|Figure 17
225|1|x-jat|Figure 17: Tsubasa & Hikaru
225|2|x-jat|figure17
11211|2|x-jat|File(N): Project PQ
2739|4|pl|Filiputki
6433|4|cs|Film Precure All Stars DX: Všechny jsme kamarádky! Zázračné setkání!
7290|4|cs|Film Precure All Stars DX2: Světlo naděje - Ochraňte Duhový klenot!
8074|4|cs|Film Precure All Stars DX3: Věnování budoucnosti! - Duhová květina co spojuje světy.
8817|4|cs|Film Precure All Stars New Stage: Přátelé navždy!
2372|2|en|Final Approach
2372|1|x-jat|Final Approach
4442|2|en|Final Examination Kujira
446|1|x-jat|Final Fantasy
3146|4|pt|Final Fantasy
3146|4|fi|Final Fantasy
3146|4|hu|Final Fantasy - A harc szelleme
3146|4|pt-BR|Final Fantasy - Descubra Uma Nova Realidade
3146|4|de|Final Fantasy - Die Mächte in dir
1208|2|x-jat|Final Fantasy 7 Advent Children
446|2|x-jat|Final Fantasy OVA
156|4|fr|Final Fantasy Unlimited
156|1|x-jat|Final Fantasy Unlimited
446|2|es|Final Fantasy V: La Leyenda de los Cristales
1208|4|it|Final Fantasy VII - Advent Children
1208|4|hu|Final Fantasy VII - Advent Children
1208|4|fr|Final Fantasy VII - Advent Children
1208|4|es-LA|Final Fantasy VII - El rescate
3442|2|x-jat|Final Fantasy VII - Last Order
1208|4|et|Final Fantasy VII: Advendilapsed
1208|4|pl|Final Fantasy VII: Advent Children
1208|1|x-jat|Final Fantasy VII: Advent Children
1208|4|fi|Final Fantasy VII: Advent Children
1208|4|pt|Final Fantasy VII: Advent Children
1208|4|cs|Final Fantasy VII: Advent Children
1208|4|de|Final Fantasy VII: Advent Children
1208|4|pt-BR|Final Fantasy VII: Advent Children
1208|4|sv|Final Fantasy VII: Advent Children
1208|4|en|Final Fantasy VII: Advent Children
3442|2|ja|Final Fantasy VII: Last Order
1208|4|ro|Final Fantasy VII: Răzbunarea Copiilor
1208|2|uk|Final Fantasy VII: Діти Пришестя
12054|4|pl|Final Fantasy XV: Gwardia Królewska
3146|4|fr|Final Fantasy, les créatures de l`esprit
3146|4|cs|Final Fantasy: Esence života
446|2|en|Final Fantasy: Legend of the Crystals
3146|4|ro|Final Fantasy: Spiritele Ascunse
3146|1|x-jat|Final Fantasy: The Spirits Within
3146|2|fi|Final Fantasy: The Spirits Within
3146|4|en|Final Fantasy: The Spirits Within
156|4|de|Final Fantasy: Unlimited
156|4|en|Final Fantasy: Unlimited
156|4|fi|Final Fantasy: Unlimited
156|4|sv|Final Fantasy: Unlimited
3146|4|pl|Final Fantasy: Wojna dusz
1956|4|en|Final Yamato
12901|1|x-jat|Fintan
3072|4|it|Fiocchi di cotone per Jeanie
2048|4|it|Fiorellino Giramondo
4364|2|en|Fire Ball
4364|2|en|Fire Ball: Journey to the West
1471|4|en|Fire Emblem
1471|1|x-jat|Fire Emblem
1471|4|ja|Fire Emblem
1471|2|x-jat|Fire Emblem: Monshou no Nazo
1471|2|en|Fire Emblem: Mystery of the Emblem
3286|4|en|Fire Force DNA Sights 999.9
3286|4|fr|Fire Force DNA Sights 999.9
3406|2|en|Fire Rain
1511|1|x-jat|Fire Tripper
14062|2|en|Fire x Fire
6916|2|en|Fire-Crackle Mountain
6939|2|en|Fire-Crackle Mountain (1934)
6864|2|en|Fire-Crackle Mountain (1940)
5904|1|x-jat|Fireball
8051|1|x-jat|Fireball Charming
13398|1|x-jat|Fireball Humorous
1781|2|en|Firebird
1315|2|en|Firebird 2772: Cosmos Zone of Love
2629|2|en|Firebird: Karma Chapter
2878|2|en|Firebird: Space Chapter
9641|2|en|Fireflies
637|1|x-jat|Firestorm
637|4|ja|FIRESTORM ファイアーストーム
12605|2|en|Fireworks
1478|2|en|First Adventurers: Legend of Crystania
715|2|en|First Gundam
3625|4|en|First Human Giatrus
1080|2|en|First Kiss Story
1080|1|x-jat|First Kiss Story: Kiss kara Hajimaru Monogatari
1080|2|en|First Kiss Story: The Story That Starts With a Kiss
8965|1|x-jat|First Love
2376|2|en|First Love
8965|4|ja|First Love
6323|2|en|First Love Limited
11326|4|en|First Love Monster
1166|4|en|First Loves
870|2|en|First Night
4401|2|en|First Squad
4401|4|de|First Squad - Moment der Wahrheit
4401|1|x-jat|First Squad: The Moment of Truth
4401|4|en|First Squad: The Moment of Truth
800|4|en|Fish in the Trap
3425|2|en|Fisherman Sanpei
1880|2|en|Fishing Fool Diary
4750|2|en|Fist of the Blue Sky
13540|4|en|Fist of the Blue Sky: Regenesis
211|4|de|Fist of the North Star
386|4|en|Fist of the North Star
3040|4|pl|Fist of the North Star - Legend of Yuria
